ID_RETRO,ID_FANGRAPHS,LAST_NAME,GIVEN_NAME
marto001,3900,Martinez,Osvaldo
martp003,1008188,Martinez,Pablo Made
martp001,200,Martinez,Pedro Jaime
martp002,1008190,Martinez,Pedro
martr003,1120,Martinez,Ramon E.
martr002,1008193,Martinez,Ramon Jaime
martr102,1008195,Martinez,Rogelio Bautista
marta002,784,Martinez,Angel Sandy
marts101,1008196,Martinez,Silvio Ramon
martt102,1008199,Martinez,Teodoro Noel
martt002,1168,Martinez,Constantino
martt001,1008200,Martinez,Felix Anthony
martt101,1008201,Martinez,Gabriel Antonio
martv001,393,Martinez,Victor Jesus
martw001,1008203,Martinez,William Jose
NULL,12005,Martini,Nicholas Scott
martw101,1008202,Martini,Guido Joe
marts001,6781,Martis,Shairon Martis
martj102,1008205,Marty,Joseph Anton
martb102,1008204,Martyn,Robert Gordon
martg102,1008206,Martz,Gary Arthur
martr101,1008207,Martz,Randy Carl
marzj001,1008208,Marzano,John Robert
masao001,1008209,Masaoka,Onan Kainoa Satoshi
mashc101,1008210,Mashore,Clyde Wayne
mashd001,1008211,Mashore,Damon Wayne
masip101,1008212,Masi,Philip Samuel
maskh101,1008213,Maskrey,Harry H.
maskl101,1008214,Maskrey,Samuel Leech
masoc101,1008215,Mason,Charles E.
masod102,1008216,Mason,Adelbert William
masod101,1008217,Mason,Donald Stetson
masoe101,1008218,Mason,Ernest Joseph
masoh101,1008219,Mason,Henry
masoj101,1008220,Mason,James Percy
masom001,1008221,Mason,Michael Paul
masor001,1008222,Mason,Roger Leroy
massg101,1008223,Massa,Gordon Richard
massn001,7267,Masset,Nicholas Allen
massb101,1008224,Massey,William Henry
massm101,1008225,Massey,William Herbert
massr101,1008226,Massey,Roy Hardee
mastd001,1008227,Masteller,Dan Patrick
mastw102,1008229,Masters,Walter Thomas
mastj001,2038,Masterson,Justin Daniel
mastp101,1008228,Masterson,Paul Nicholas
mastw101,1008230,Masterson,Walter Edward
mastt001,5768,Mastny,Thomas Raymond
mastd002,7316,Mastroianni,Darin Paul
mataf001,4230,Mata,Frank Jesus
matav001,1008232,Mata,Victor Jose
matal101,1008231,Matarazzo,Leonard
matct101,1008233,Matchick,John Thomas
mateh001,1461,Mateo,Henry Antonio
matej002,3753,Mateo,Juan Manuel
matej001,1087,Mateo,Julio Cesar
matem001,6869,Mateo,Marcos Aurelio
mater001,340,Mateo,Ruben Amaury
mathm001,1169,Matheny,Michael Scott
mathj002,3714,Mather,Joseph Paul
mathj102,1008239,Mathes,Joseph John
mathb101,1008234,Mathews,Robert T.
mathe101,1008236,Mathews,Edwin Lee
mathg001,1008237,Mathews,Gregory Inman
mathn101,1008240,Mathews,Nelson Elmer
matht002,567,Mathews,Timothy Jay
matht001,1008241,Mathews,Terry Alan
mathc102,1008235,Mathewson,Christopher
mathh101,1008238,Mathewson,Henry
mathc101,1008242,Mathias,Carl Lynwood
maths001,4771,Mathieson,Scott William
mathd001,3944,Mathis,Douglas Alan
mathj001,3448,Mathis,Jeffrey Stephen
mathr001,1008244,Mathis,Ronald Vance
mathj101,1008243,Mathison,James Michael Ignatius
matij101,1008245,Matias,John Roy
matlj101,1008246,Matlack,Jonathan Trumpbour
matop002,18064,Maton,Phillip Louis
matof001,1008247,Matos,Francisco Aguirre
matoj001,1509,Matos,Julius
matol001,152,Matos,Luis David
matoo001,4100,Matos,Osiris G.
matop001,1008248,Matos,Pascual
matrd001,1752,Matranga,David Michael
matsh001,1659,Matsui,Hideki
matsk001,1854,Matsui,Kazuo
matsd001,7775,Matsuzaka,Daisuke
matta101,1008249,Mattern,Alonzo Albert
mattt001,1008252,Mattes,Troy Walter
mattc101,1008250,Matteson,Clifford Virgil
matte102,1008251,Matteson,Henry Edson
mattr001,7169,Mattheus,Ryan Arthur
mattb102,1008253,Matthews,Charles Frederick
mattg001,1008255,Matthews,Gary Nathaniel
mattg002,153,Matthews,Gary Nathaniel
mattj102,1008256,Matthews,John Joseph
mattm001,1170,Matthews,Michael Scott
mattw103,1008259,Matthews,Wid Curry
mattw102,1008258,Matthews,William Calvin
mattd101,1008254,Matthewson,Dale Wesley
matts101,1008257,Matthias,Stephen J.
mattb101,1008260,Mattick,Robert James
mattw101,1008265,Mattick,Walter Joseph
mattm101,1008263,Mattimore,Michael Joseph
mattd001,1008261,Mattingly,Donald Arthur
matte101,1008262,Mattingly,Laurence Earl
mattr101,1008264,Mattis,Ralph
mattk001,6635,Mattison,Kevin Robert
mattc102,1008266,Mattox,Cloy Mitchell
mattj101,1008267,Mattox,James Powell
matur101,1008268,Matula,Richard Carlton
matub001,2646,Matusz,Brian Robert
matul001,1008269,Matuszek,Leonard James
matuh101,1008270,Matuzak,Harry George
matzs001,13361,Matz,Steven Jakob
matzt001,10058,Matzek,Tyler Alexander
maucg101,1008271,Mauch,Gene William
mauch101,1008272,Mauck,Alfred Maris
brooh101,1001471,Mauer,Frederick H.
mauej001,1857,Mauer,Joseph Patrick
maula101,1008273,Maul,Albert Joseph
maulm101,1008274,Mauldin,Marshall Reese
maune101,1008276,Maun,Ernest Gerald
maund101,1008275,Mauney,Richard
mauph101,1008277,Maupin,Harry Carr
maurb001,4878,Maurer,Brandon Eugene
maurd001,394,Maurer,David Charles
maurr001,1008278,Maurer,Robert John
maurr101,1008279,Mauriello,Ralph
maurc101,1008280,Mauro,Carmen Louis
maust001,1008281,Mauser,Timothy Edward
mavib101,1008282,Mavis,Robert Henry
maxcb001,1008283,Maxcy,David Brian
maxil101,1008284,Maxie,Larry Hans
maxvd101,1008285,Maxvill,Charles Dallan
maxwb101,1008286,Maxwell,James Albert
maxwb001,13866,Maxwell,Bruce Tyrone
maxwc101,1008287,Maxwell,Charles Richard
maxwj001,1008288,Maxwell,Jason Ramond
maxwj002,6827,Maxwell,Justin Adam
may-b101,1008290,May,William Herbert
may-c101,1008291,May,Carlos
may-d002,613,May,Darrell Kevin
may-d101,1008292,May,David LaFrance
may-d001,1008293,May,Derrick Brant
may-j001,14876,May,Jacob Alexander
may-j102,1008301,May,Frank Spruiell
may-j101,1008302,May,Jerry Lee
may-l101,1008303,May,Lee Andrew
may-l001,5633,May,Lucas James
may-m001,1008304,May,Milton Scott
may-p101,1008309,May,Merrill Glend
may-r101,1008310,May,Rudolph
may-s001,1008312,May,Scott Francis
may-t001,6398,May,Trevor J.
mayay001,11420,Maya,Yunesky
maybj001,3390,Mayberry,John Claiborn
maybj101,1008289,Mayberry,John Claiborn
maybc001,5223,Maybin,Cameron Keith
mayel101,1008294,Maye,Arthur Lee
mayee102,1008296,Mayer,Edwin David
mayee103,1008295,Mayer,Edward H.
mayee101,1008297,Mayer,Jacob Erskine
mayes101,1008298,Mayer,Samuel Frankel
mayew101,1008299,Mayer,Walter A.
mayem001,15451,Mayers,Michael Christopher
mayep101,1008300,Mayes,Adair Bushyhead
maynb101,1008305,Maynard,James Walter
maync101,1008306,Maynard,Leroy Evans
maynb001,614,Mayne,Brent Danem
mayoe101,1008307,Mayo,Edward Joseph
mayoj101,1008308,Mayo,John Lewis
maysa101,1008311,Mays,Albert C.
maysc101,1008313,Mays,Carl William
maysj001,740,Mays,Joseph Emerson
maysw101,1008315,Mays,Willie Howard
maysm001,1008314,Maysey,Matthew Samuel
mayse001,5735,Maysonet,Edwin
mayzt001,15042,Mayza,Timothy Gerard
mazal001,2416,Maza,Luis Alberto
mazan001,14553,Mazara,Nomar Shamir
mazeb101,1008316,Mazeroski,William Stanley
mazzv001,5231,Mazzaro,Vincent Michael
mazzm101,1008317,Mazzera,Melvin Leonard
mazzl001,1008318,Mazzilli,Lee Louis
mazzc001,12537,Mazzoni,Cory Mitchell
mcadj101,1008319,McAdams,George Decalve
mcafb101,1008320,McAfee,William Fort
mcalj102,1008322,McAleer,James Robert
mcalj101,1008321,McAleese,John James
mcalb101,1008323,McAllester,William Lusk
mcals101,1008324,McAllister,Lewis William
mcalz001,2895,McAllister,Zachary Taylor
mcane101,1008325,McAnally,Ernest Lee
mcanj102,1008326,McAnany,James
mcanj001,1008327,McAndrew,James Brian
mcanj101,1008328,McAndrew,James Clement
mcanp001,4409,McAnulty,Paul Michael
mcard101,1008329,McArthur,Oland Alexander
mcatb101,1008330,McAtee,Michael James
mcaui101,1008333,McAuley,James Earl
mcaud101,1008331,McAuliffe,Richard John
mcaug101,1008332,McAuliffe,Eugene Leo
mcavg101,1008334,McAvoy,George Robert
mcavt101,1008335,McAvoy,Thomas John
mcavw101,1008336,McAvoy,James Eugene
mcbea101,1008337,McBean,Alvin O'Neal
mcbep101,1008338,McBee,Pryor Edward
mcbem001,3874,McBeth,Marcus Andre
mcbrj101,1008343,McBride,NULL
mcbra101,1008339,McBride,Algernon Griggs
mcbrb101,1008340,McBride,Arnold Ray
mcbrd101,1008341,McBride,John Dickson
mcbrg101,1008342,McBride,George Florian
mcbrk101,1008344,McBride,Kenneth Faye
mcbrm001,3475,McBride,Joseph Macay
mcbrm002,9373,McBride,Matthew Hagerty
mcbrp101,1008345,McBride,Peter William
mcbrt101,1008346,McBride,Thomas Raymond
mccab101,1008347,McCabe,William Francis
mccad102,1008348,McCabe,Richard James
mccaj108,1008349,McCabe,Joseph Robert
mccar102,1008350,McCabe,Ralph Herbert
mccas101,1008351,McCabe,James Arthur
mccat104,1008352,McCabe,Timothy J.
mccau101,1014471,McCaffery,William T.
mccah101,1008353,McCaffery,Harry Charles
mccas102,1008354,McCaffrey,Charles P.
mccab106,1008355,McCahan,William Glenn
mccab105,1008356,McCall,Brian Allen
mccad101,1008357,McCall,Robert Leonard
mccal101,1008358,McCall,Larry Stephen
mccaw102,1008359,McCall,John William
mccar001,1008360,McCament,Larry Randall
mccaj107,1008363,McCandless,Scott Cook
mccab002,4810,McCann,Brian Michael
mccae101,1008361,McCann,Emmet
mccag101,1008362,McCann,Henry Eugene
mccaj001,12859,McCann,James Thomas
mccar101,1008377,McCardell,Roger Morton
mccab104,1008368,McCarren,William Joseph
mccaa103,1008364,McCarthy,Alexander George
mccaa102,1008365,McCarthy,Archibald Joseph
mccab103,1008366,McCarthy,William John
mccab001,4662,McCarthy,Brandon Patrick
mccag001,1008370,McCarthy,Gregory O'Neil
mccaj105,1008371,McCarthy,John Arthur
mccaj106,1008372,McCarthy,Jerome Francis
mccaj101,1008374,McCarthy,Joseph Nicodemus
mccaj104,1008375,McCarthy,John Joseph
mccak002,15240,McCarthy,Kevin Edward
mccam001,1008381,McCarthy,Thomas Michael
mccat102,1008380,McCarthy,Thomas Patrick
mccat103,1008379,McCarthy,Thomas Francis Michael
mccaw101,1008367,McCarthy,William Thomas
mccaf101,1008369,McCarton,Francis
mccad001,1462,McCarty,David Andrew
mccaj103,1008373,McCarty,John Andrew
mccal102,1008376,McCarty,George Lewis
mccat101,1008378,McCarver,James Timothy
mccak001,1008382,McCaskill,Kirk Edward
mccas001,1008383,McCatty,Steven Earl
mccaa101,1008384,McCauley,Allen A.
mccab102,1008385,McCauley,William Henry
mccaj102,1008386,McCauley,James Adelbert
mccap101,1008387,McCauley,Patrick F.
mcchh101,1008388,McChesney,Harry Vincent
mcclj104,1008389,McClain,Joseph Fred
mccls001,8951,McClain,Scott Michael
mcclp101,1008390,McClanahan,Robert Hugh
mcclb101,1008391,McClellan,William Henry
mcclh103,1008392,McClellan,Hervey McDowell
mcclk001,4845,McClellan,Kyle William
mcclp001,1008395,McClellan,Paul William
mcclz001,2965,McClellan,Zachary Daniel
mccll001,1008394,McClendon,Lloyd Glenn
mcclm001,9587,McClendon,Michael Melton
mcclj103,1008393,McCleskey,Jefferson Lamar
mcclb102,1008397,McCloskey,William George
mcclj102,1008398,McCloskey,James Ellwood
mcclj101,1008399,McCloskey,James John
mccls002,1657,McClung,Michael Seth
mcclb001,1008400,McClure,Robert Craig
mcclh102,1008401,McClure,Harold Murray
mccll101,1008403,McClure,Lawrence Ledwith
mcclh101,1008402,McCluskey,Harry Robert
mccoa103,1008404,McColl,Alexander Boyd
mccor101,1008407,McConnaughey,Ralph Jennison
mccoa101,1008405,McConnell,Ambrose Moses
mccog101,1008406,McConnell,George Neely
mccos001,2355,McConnell,John Samuel
mccos101,1008408,McConnell,Samuel Faulkner
mccob105,1008409,McCool,William John
mccod101,1008412,McCormack,Donald Ross
mccom102,1008418,McCormack,Michael Joseph
mccob104,1008410,McCormick,William Joseph
mccof101,1008413,McCormick,Frank Andrew
mccoh101,1008414,McCormick,Patrick Henry
mccoj101,1008415,McCormick,James J.
mccoj103,1008416,McCormick,James
mccoj102,1008417,McCormick,James Ambrose
mccom103,1008420,McCormick,Michael Francis
mccom101,1008419,McCormick,Myron Winthrop
mccom104,1008421,McCormick,Harry Elwood
mccob103,1008411,McCorry,William Charles
mccob101,1008422,McCosky,William Barney
mccow101,1008423,McCovey,Willie Lee
mccoa102,1008424,McCoy,Arthur Gray
mccob102,1008425,McCoy,Benjamin Jenison
mccom001,4583,McCoy,Michael Howard
mccop001,6605,McCoy,Patrick James
mccrl101,1008426,McCrabb,Lester William
mccrq001,1377,McCracken,Quinton Antoine
mccrt102,1008428,McCraw,Tommy Lee
mccrr001,1008427,McCray,Rodney Duncan
mccrf101,1008430,McCrea,Francis William
mccrj101,1008432,McCredie,Walter Henry
NULL,19550,McCreery,Adam Glenn
mccre101,1008429,McCreery,Esley Porterfield
mccrt101,1008431,McCreery,Thomas Livingston
mccrb001,5924,McCrory,Robert Glenn
mccuf101,1008433,McCue,Frank Aloysius
mccul001,1008436,McCullers,Lance Graye
mccul002,14120,McCullers,Lance Graye
mccuc102,1008434,McCullough,Charles F.
mccuc101,1008435,McCullough,Clyde Edward
mccup102,1008437,McCullough,Paul Willard
mccup101,1008438,McCullough,Pinson Lamar
mccuh101,1008439,McCurdy,Harry Henry
mccuj001,1008440,McCurry,Jeffrey Dee
mccua001,9847,McCutchen,Andrew Stefan
mccud001,263,McCutchen,Daniel Thomas
mcdal101,1008441,McDaniel,Lyndall Dale
mcdat001,1008442,McDaniel,Terrence Keith
mcdav101,1008443,McDaniel,Max Von
mcdar001,1008444,McDavid,Ray Darnell
mcdej101,1008445,McDermott,James
mcdem103,1008446,McDermott,Michael H.
mcdem102,1008448,McDermott,Maurice Joseph
mcdem101,1008447,McDermott,Michael Joseph
mcder101,1008449,McDermott,Frank Aloyious
mcdes101,1008450,McDermott,Thomas Nathaniel
mcdet101,1008451,McDermott,Terrance Michael
mcded101,1008452,McDevitt,Daniel Eugene
mcdia001,1008453,McDill,Allen Gabriel
mcdob001,1008454,McDonald,Larry Benard
mcdod002,1867,McDonald,Darnell Tyrone
mcdod102,1008455,McDonald,David Bruce
mcdod001,615,McDonald,Donzell
mcdoe101,1008457,McDonald,Edward Cyril
mcdoh101,1008458,McDonald,Henry Monroe
mcdoj107,1008459,McDonald,Daniel
mcdoj004,5523,McDonald,James Zell
mcdoj002,1008460,McDonald,Jason Adam
mcdoj104,1008464,McDonald,Jimmie LeRoy
mcdoj105,1008461,McDonald,James Augustus
mcdoj102,1008466,McDonald,Malcolm Joseph
mcdoj103,1008465,McDonald,John Joseph
mcdoj003,395,McDonald,John Joseph
mcdok001,1008467,McDonald,William Keith
mcdot101,1008468,McDonald,Charles C.
mcdoj101,1008463,McDonnell,James William
mcdoe102,1008456,McDonough,Edward Sebastian
mcdou101,1008469,McDoolan,NULL
mcdod101,1008470,McDougal,James H.
mcdos102,1008472,McDougal,John Auchanbolt
mcdog101,1008471,McDougald,Gilbert James
mcdom001,2128,McDougall,Marshall James
mcdoj001,1008473,McDowell,Jack Burns
mcdoo001,1008474,McDowell,Oddibe
mcdor001,1008475,McDowell,Roger Alan
mcdos101,1008476,McDowell,Samuel Edward
mcelc001,1008477,McElroy,Charles Dwayne
mcelj101,1008478,McElroy,James D.
mcelp101,1008479,McElveen,Pryor Mynatt
mcell101,1008480,McElwee,Leland Stanford
mcelf101,1008481,McElyea,Frank
mcenw101,1008482,McEnaney,William Henry
mcevl101,1008483,McEvoy,Louis Anthony
mcewj001,887,McEwing,Joseph Earl
mcfab101,1008484,McFadden,Bernard Joseph
mcfag101,1008485,McFadden,Guy G.
mcfal101,1008486,McFadden,Leon
mcfaa101,1008487,McFarlan,Alexander Shepard
mcfad101,1008490,McFarlan,Anderson Daniel
mcfac102,1008489,McFarland,Charles Amos
mcfac101,1008488,McFarland,Christopher A.
mcfae101,1008491,McFarland,Edward William
mcfah102,1008492,McFarland,Hermas Walter
mcfah101,1008493,McFarland,Howard Alexander
mcfam101,1008494,McFarland,Lamont Amos
mcfat001,3237,McFarland,Timothy John
mcfao101,1008495,McFarlane,Orlando de Jesus
mcfej101,1008496,McFetridge,John Reed
mcgaa001,1008497,McGaffigan,Andrew Joseph
mcgap101,1008498,McGaffigan,Mark Andrew
mcgae101,1008499,McGah,Edward Joseph
mcgaa101,1008500,McGann,Ambrose J.
mcgad102,1008501,McGann,Dennis Lawrence
mcgac101,1008502,McGarr,James B.
mcgaj101,1008504,McGarr,James Vincent
mcgad101,1008503,McGarvey,Daniel John
mcgej101,1008505,McGeachey,John Charles
mcgem101,1008506,McGeary,Michael Henry
mcgeb101,1008507,McGee,William Henry
mcged102,1008510,McGee,Daniel Aloysius
mcgef101,1008511,McGee,Francis D.
mcgej001,7550,McGee,Jacob Daniel
mcgep102,1008512,McGee,Patrick
mcgew001,1008513,McGee,Willie Dean
mcgec101,1008508,McGeehan,Cornelius Bernard
mcged101,1008509,McGeehan,Daniel DeSales
mcgec001,6086,McGehee,Casey Michael
mcgek001,1008514,McGehee,George Kevin
mcgep101,1008515,McGehee,Patrick Henry
mcghb101,1008516,McGhee,William Mac
mcghe101,1008517,McGhee,Warren Edward
mcgir101,1008521,McGilberry,Randall Kent
mcgib102,1008518,McGill,William Jacob
mcgiw101,1008522,McGill,William Vaness
mcgij104,1008520,McGillen,John Joseph
mcgib101,1008519,McGilvray,William Alexander
mcgij103,1008526,McGinley,James William
mcgit101,1008530,McGinley,Timothy Stanislaus
mcgid101,1008523,McGinn,Daniel Michael
mcgif101,1008524,McGinn,Frank J.
mcgig101,1008525,McGinnis,Augustus
mcgij102,1008528,McGinnis,George Washington
mcgir001,1008529,McGinnis,Russell Brent
mcgij101,1008527,McGinnity,Joseph Jerome
mcglk001,1008531,McGlinchy,Kevin Michael
mcglj102,1008533,McGlone,John T.
mcgll101,1008534,McGlothen,Lynn Everett
mcglp101,1008535,McGlothin,Ezra Malachi
mcglj101,1008532,McGlothlin,James Milton
mcgls101,1008536,McGlynn,Ulysses Simpson Grant
mcgos001,12056,McGough,Scott Thomas
mcgoa101,1008537,McGovern,Arthur John
mcgob101,1008538,McGowan,Frank Bernard
mcgod001,8600,McGowan,Dustin Michael
mcgok001,15215,McGowan,Kevin Michael
mcgom101,1008539,McGowan,Tullis Earl
NULL,15071,McGowin,Kyle Keston
mcgrh101,1008541,McGraner,Howard
mcgrk001,16793,McGrath,Kyle Daniel
mcgrb101,1008540,McGraw,Robert Emmett
mcgrj102,1008543,McGraw,John
mcgrj101,1008542,McGraw,John Joseph
mcgrt003,1008544,McGraw,Thomas Virgil
mcgrt001,1008545,McGraw,Frank Edwin
mcgrs001,1008546,McGregor,Scott Houston
mcgrs101,1008547,McGrew,Walter Howard
mcgrf001,293,McGriff,Frederick Stanley
mcgrt002,1008549,McGriff,Terence Roy
mcgrm101,1008548,McGrillis,Mark Anthony
mcguj103,1008550,McGuckin,Joseph W.
mcguc001,9423,McGuiness,Christopher Ryan
mcguj102,1008555,McGuinness,John J.
mcgub001,1008552,McGuire,William Patrick
mcgud101,1008553,McGuire,James Thomas
mcgud001,11596,McGuire,William Deck
mcguj101,1008554,McGuire,James A.
mcgum101,1008556,McGuire,Mickey C.
NULL,15674,McGuire,Reese Jackson
mcgur001,155,McGuire,Ryan Byron
mcgut101,1008557,McGuire,Thomas Patrick
mcgub101,1008558,McGunnigle,William Henry
mcgwm001,1008559,McGwire,Mark David
mchab101,1008560,McHale,Robert Emmet
mchaj102,1008561,McHale,James Bernard
mchaj101,1008562,McHale,John Joseph
mcham101,1008563,McHale,Martin Joseph
mchea101,1008564,McHenry,Austin Bush
mchev101,1008565,McHenry,Vance Loren
mchuc001,7531,McHugh,Collin Alexander
mcilv101,1008566,McIlree,Vance Elmer
mcili101,1008567,McIlveen,Henry Cooke
mcils101,1008568,McIlwain,Stover William
mcins101,1008569,McInnis,John Phalen
mcinh101,1008571,McIntire,John Reid
mcinj101,1008572,McIntosh,Joseph Anthony
mcint001,1008574,McIntosh,Timothy Allen
mcinf101,1008570,McIntyre,Frank W.
mcinm101,1008573,McIntyre,Matthew Martin
mcivo101,1008575,McIvor,Edward Otto
mcjad101,1008576,McJames,James McCutchen
mckaa101,1008577,McKain,Archie Richard
mckah101,1008578,McKain,Harold Leroy
mckac001,1615,McKay,Cody Dean
mckad101,1008579,McKay,David Lawrence
mckar101,1008580,McKay,Reeve Stewart
mckee101,1008581,McKean,Edwin John
mckeb101,1008582,McKechnie,William Boyd
mckef101,1008583,McKee,Frank
mckej103,1008585,McKee,James Marion
mcker103,1008586,McKee,Raymond Ellis
mcker101,1008587,McKee,Roger Hornsby
mckew001,1545,McKeel,Walter Thomas
mckej102,1008584,McKeever,James
mcket101,1008588,McKeithan,Emmett James
mckej101,1008589,McKelvey,John Wellington
mcker102,1008590,McKelvy,Russell Errett
mckee103,1008591,McKenna,Edward J.
mckek101,1008592,McKenna,James William
mckel102,1008593,McKenry,Frank Gordon
mckem001,9628,McKenry,Michael Charles
mckej001,1008595,McKeon,Joel Jacob
mckel101,1008596,McKeon,Lawrence G.
mcked101,1008594,McKeough,David John
NULL,15654,McKinney,William Landis
mckib101,1008598,McKinney,Robert Francis
mckir101,1008599,McKinney,Charles Richard
mckia101,1008597,McKinnon,Alexander J.
mckia001,12870,McKirahan,Andrew David
mcknj001,1008600,McKnight,Jefferson Alan
mcknj101,1008601,McKnight,James Arthur
mcknt001,1008602,McKnight,Tony Mark
mclad101,1008603,McLain,Dennis Dale
mclae101,1008604,McLane,Edward Cameron
mclaa101,1008605,McLarney,Arthur James
mclap101,1008606,McLarry,Howard Zell
mclab103,1008607,McLaughlin,Bernard
mclab101,1008608,McLaughlin,Michael Duane
mclab102,1008609,McLaughlin,Byron Scott
mclaf101,1008610,McLaughlin,Francis Edward
mclaj102,1008613,McLaughlin,James Robert
mclaj103,1008612,McLaughlin,James Thomas
mclaj001,1008614,McLaughlin,Joey Richard
mclaj101,1008615,McLaughlin,Justin Theodore
mclak101,1008616,McLaughlin,James Anson
mclap102,1008617,McLaughlin,Patrick Elmer
mclat101,1008619,McLaughlin,Thomas
mclaw101,1008620,McLaughlin,Warren A.
mclaj104,1008611,McLaughlin,William
mclar101,1008618,McLaurin,Ralph Edgar
mclea101,1008621,McLean,Albert Eldon
mclel101,1008622,McLean,John Bannerman
mclem002,2022,McLeary,Marty Lee
mclew101,1008623,McLeland,Wayne Gaffney
mclem001,1088,McLemore,Mark Tremell
mclem003,4655,McLemore,Mark Steven
mclej101,1008624,McLeod,Soule James
mcler101,1008625,McLeod,Ralph Alton
mclic101,1008626,McLish,Calvin Coolidge Julius Caesar Tuskahoma
mclon001,3190,McLouth,Nathan Richard
mcmas102,1008627,McMackin,Samuel
mcmaj102,1008631,McMahan,Jack Wally
mcmad101,1008628,McMahon,Henry John
mcmad102,1008629,McMahon,Donald John
mcmaj103,1008630,McMahon,John Henry
mcmar001,15112,McMahon,Ryan Patrick
mcmas101,1008632,McMahon,John Joseph
mcmaj106,1008633,McMakin,John Weaver
mcmaf101,1008634,McManus,Francis E.
mcmaj105,1008635,McManus,James Michael
mcmaj104,1008636,McManus,Joab Logan
mcmam101,1008637,McManus,Martin Joseph
mcmap101,1008638,McManus,Patrick A.
mcmaj101,1008639,McMath,Jimmy Lee
mcmig001,1008640,McMichael,Gregory Winston
mcmig101,1008641,McMillan,George A.
mcmin101,1008642,McMillan,Norman Alexis
mcmir101,1008643,McMillan,Roy David
mcmit102,1008645,McMillan,Thomas Erwin
mcmit101,1008644,McMillan,Thomas Law
mcmib001,834,McMillon,William Edward
mcmuh101,1008648,McMullen,Hugh Raphael
mcmuk101,1008650,McMullen,Kenneth Lee
mcmuf101,1008646,McMullin,Fred Drury
mcmug101,1008647,McMullin,James
mcmuj101,1008649,McMullin,John F.
mcmuc001,1008651,McMurtry,Joe Craig
mcnac101,1008652,McNabb,Carl Mack
mcnae102,1008653,McNabb,Edgar J.
mcnae101,1008654,McNair,Donald Eric
mcnad102,1008655,McNally,David Arthur
mcnam101,1008656,McNally,Michael Joseph
mcnab101,1008657,McNamara,Robert Maxey
mcnad101,1008658,McNamara,John Raymond
mcnag101,1008659,McNamara,George Francis
mcnaj001,1008660,McNamara,James Patrick
mcnat101,1008661,McNamara,Timothy Augustine
mcnat102,1008662,McNamara,Thomas Henry
mcnag102,1008663,McNaughton,Gordon Joseph
mcneh101,1008664,McNeal,John Harley
mcner101,1008665,McNealy,Robert Lee
mcnee101,1008666,McNeely,George Earl
mcnej001,1008667,McNeely,Jeffrey Lavern
NULL,15362,McNeil,Jeff
mcnen101,1008668,McNeil,Norman Francis
mcnej101,1008669,McNertney,Gerald Edward
mcnib001,1008670,McNichol,Brian David
mcnie101,1008671,McNichol,Edwin Briggs
mcnub101,1008672,McNulty,William Francis
mcnup101,1008673,McNulty,Patrick Howard
mcpaf101,1008674,McPartlin,Frank
mcphb101,1008675,McPhee,John Alexander
mcphd001,2194,McPherson,Dallas Lyle
mcphj101,1008676,McPherson,John Jacob
mcphk001,5009,McPherson,Kyle Landon
mcquh102,1008677,McQuaid,Herbert George
mcqum102,1008679,McQuaid,Mortimer Martin
mcquj101,1008678,McQuaig,Gerald Joseph
mcqum103,1008680,McQueen,Michael Robert
mcqum101,1008681,McQuery,William Thomas
mcqug103,1008682,McQuillan,George Watt
mcquh101,1008685,McQuillan,Alvin Hugh
mcqug102,1008684,McQuillen,Glenn Richard
mcqug101,1008683,McQuinn,George Hartley
NULL,16317,McRae,Alex James
mcrab001,1008686,McRae,Brian Wesley
mcrah001,1008687,McRae,Harold Abraham
mcran101,1008688,McRae,Norman
mcreu101,1008689,McRemer,NULL
mcrek001,1008690,McReynolds,Walter Kevin
mcshp101,1008691,McShannic,Peter Robert
mcsot101,1008692,McSorley,John Bernard
mcswp101,1008693,McSweeney,Paul Alphonsus
mctaj101,1008694,McTamany,James Edward
mctib101,1008695,McTigue,William Patrick
mcvec101,1008696,McVey,Calvin Alexander
mcveg101,1008697,McVey,George William
mcwed101,1008698,McWeeny,Douglas Lawrence
mcwib101,1008699,McWilliams,William Henry
mcwil001,1008700,McWilliams,Larry Dean
meacb001,1008701,Meacham,Robert Andrew
meacr001,1008702,Meacham,Russell Loren
meadc101,1008703,Mead,Charles Richard
meadj101,1008704,Meador,John Davis
NULL,15672,Meadows,Austin Wade
meadb001,998,Meadows,Matthew Brian
meadl101,1008705,Meadows,Henry Lee
meadl001,1008706,Meadows,Michael Ray
meadr101,1008707,Meadows,Rufus Rivers
meadd001,1008708,Meads,David Donald
meakg101,1008709,Meakim,George Clinton
NULL,16269,Means,John Alan
mearc101,1008711,Meara,Charles Edward
mearp001,1008712,Meares,Patrick James
mearc001,1756,Mears,Christopher Peter
mechg001,1089,Meche,Gilbert Allen
mecij001,930,Mecir,James Jason
meddb001,8604,Medders,Brandon Edward
meder101,1008713,Medeiros,Ray Antone
medit001,11147,Medica,Thomas Anthony
medid101,1008714,Medich,George Francis
medil001,1008715,Medina,Luis Main
medir001,1008716,Medina,Rafael Eduardo
mediy001,10498,Medina,Yoervis Jose
medlk001,9417,Medlen,Kristopher Allen
medli101,1008717,Medlinger,Irving John
medvs001,1008718,Medvin,Scott Howard
medwj101,1008719,Medwick,Joseph Michael
mee-t101,1008728,Mee,Thomas William
meegp101,1008720,Meegan,Peter James
